NAZIV_NAS;OPCINA;ZUPANIJA;SJEDISTE;BR_ST_01;ID_DZS;POST_BROJ;EASTING;NORTHING
Karlovec Ludbreški;Sveti Ðurð;Varaždinska;;636;27855;42233;2510334.5;5126084
Zamlaka;Trnovec Bartoloveèki;Varaždinska;;441;72494;42202;2500305.151;5126381.422
Sesvete Ludbreške;Sveti Ðurð;Varaždinska;;520;57380;42233;2511844.72;5125812.537
Donja Višnjica;Lepoglava;Varaždinska;;549;12432;42255;2462753.816;5126738.652
Slivarsko;Donja Voæa;Varaždinska;;274;58289;42245;2468906.659;5126808.07
Kapelec;Maruševec;Varaždinska;;115;27596;42243;2476358.778;5126051.392
Komarnica Ludbreška;Sveti Ðurð;Varaždinska;;179;29696;42233;2506925.644;5125718.966
Gojanec;Varaždin;Varaždinska;;603;18104;42205;2485243.44;5125842.939
Šijanec;Vidovec;Varaždinska;;222;63177;42205;2481304;5126345
Èièkovina;Donji Martijanec;Varaždinska;;221;9539;42232;2502612.33;5125815.787
Sveti Ðurð;Sveti Ðurð;Varaždinska;Opæine;736;61964;42233;2508577.748;5125321.831
Nedeljanec;Vidovec;Varaždinska;;1503;42854;42205;2484093.25;5126188
Biljevec;Maruševec;Varaždinska;;249;2933;42243;2476882.448;5126246.027
Kapela Podravska;Veliki Bukovec;Varaždinska;;516;27570;42231;2515265.75;5124908
Prekno;Vidovec;Varaždinska;;196;51446;42205;2483554;5125783
Èalinec;Maruševec;Varaždinska;;555;9032;42243;2475711.83;5126272.659
Gornja Višnjica;Lepoglava;Varaždinska;;320;19631;42255;2461785;5126644
Hrastovljan;Donji Martijanec;Varaždinska;;455;23663;42232;2503235.672;5125695.61
Madaraševec;Donji Martijanec;Varaždinska;;256;37346;42232;2504139;5125652
Donji Kuæan;Varaždin;Varaždinska;;703;13536;42000;2491958.108;5125500.481
Vukovoj;Klenovnik;Varaždinska;;160;71765;42244;2466674.25;5126336.5
Luka Ludbreška;Sveti Ðurð;Varaždinska;;265;36625;42233;2507128.009;5125394.972
Papinec;Vidovec;Varaždinska;;111;46728;42205;2481857;5125799.5
Vidovec;Vidovec;Varaždinska;Opæine;846;68969;42205;2480515.25;5125870.5
Jalkovec;Varaždin;Varaždinska;;1262;25399;42000;2486490.071;5125023.798
Cargovec;Vidovec;Varaždinska;;423;9156;42205;2482549.75;5125887.5
Plemenšæina;Klenovnik;Varaždinska;;140;48461;42244;2468110.386;5125990.312
Korenjak;Maruševec;Varaždinska;;97;30376;42243;2474230.91;5125794.433
Bednjica;Lepoglava;Varaždinska;;222;1830;42255;2460302.284;5126430.259
Zbelava;Varaždin;Varaždinska;;469;72958;42202;2493374.426;5125411.685
Maruševec;Maruševec;Varaždinska;Opæine;538;39845;42243;2476099.627;5125332.135
Krkanec;Vidovec;Varaždinska;;281;32492;42205;2481474.25;5125400
Gornji Kuæan;Varaždin;Varaždinska;;1110;20729;42000;2491466.522;5124861.413
Zamlaèa;Vidovec;Varaždinska;;360;72478;42205;2482512;5125332.5
Priles;Sveti Ðurð;Varaždinska;;234;52132;42233;2508235.25;5124668
Obrankovec;Sveti Ðurð;Varaždinska;;132;44598;42233;2508634.525;5124454.808
Domitrovec;Vidovec;Varaždinska;;311;11738;42205;2480365.5;5125366.5
Budislavec;Vidovec;Varaždinska;;241;6815;42205;2480058;5125193
Jazbina Cvetlinska;Bednja;Varaždinska;;370;26034;42254;2459342.744;5125750.702
Jurketinec;Maruševec;Varaždinska;;471;26808;42243;2478895.941;5125542.493
Bikovec;Maruševec;Varaždinska;;221;2828;42243;2477350.995;5125114.057
Cvetlin;Bednja;Varaždinska;;349;8800;42254;2458947.258;5125428.435
Novo Selo Podravsko;Mali Bukovec;Varaždinska;;233;44318;42231;2517365.542;5124679.161
Jamno;Bednja;Varaždinska;;128;25518;42254;2456908;5125630.5
Fotez Breg;Donja Voæa;Varaždinska;;68;16918;42245;2470083.5;5125302.5
Županec;Mali Bukovec;Varaždinska;;217;74632;42231;2518393.226;5124076.15
Goranec;Klenovnik;Varaždinska;;40;18546;42244;2464851;5125322
Selnik;Maruševec;Varaždinska;;413;57142;42243;2477422.75;5124685
Greda;Maruševec;Varaždinska;;592;22454;42243;2478216.5;5124588.5
Brezova Gora;Bednja;Varaždinska;;93;5657;42254;2455055.343;5125407.746
Selnik;Ludbreg;Varaždinska;;906;57134;42230;2508939.839;5123588.835
Brodarovec;Maruševec;Varaždinska;;222;6327;42243;2472944.75;5124481.5
Poljana Biškupeèka;Varaždin;Varaždinska;;441;50199;42201;2486442.202;5124021.056
Novakovec;Jalžabet;Varaždinska;;538;43613;42203;2500124.5;5123727.5
Meljan;Bednja;Varaždinska;;201;40487;42254;2459820.784;5124353.745
Novaki;Maruševec;Varaždinska;;548;43460;42243;2472152.896;5122802.772
Vrbanovec;Donji Martijanec;Varaždinska;;719;70521;42232;2501955.735;5123319.098
Klenovnik;Klenovnik;Varaždinska;Opæine;1050;28797;42244;2467780.25;5124186.5
Martijanec;Donji Martijanec;Varaždinska;Opæine;430;13676;42232;2503697.924;5123411.494
Lipovnik;Klenovnik;Varaždinska;;416;35572;42244;2469748.5;5124175
Križovljan;Donji Martijanec;Varaždinska;;311;32441;42230;2504626.739;5123431.594
Poljanec;Donji Martijanec;Varaždinska;;794;50318;42230;2506187.675;5123309.659
Èrnec Biškupeèki;Varaždin;Varaždinska;;706;9806;42204;2488479.427;5123463.057
Sudovèina;Donji Martijanec;Varaždinska;;425;61387;42232;2502638.289;5123243.389
Turèin;Gornji Kneginec;Varaždinska;;955;66389;42204;2489525.149;5123166.267
Jalžabet;Jalžabet;Varaždinska;Opæine;1045;25461;42203;2498423.488;5122998.907
Ludbreg;Ludbreg;Varaždinska;Grada;3453;36439;42230;2509341;5122242
Slokovec;Ludbreg;Varaždinska;;296;58386;42230;2512280.524;5122563.464
Donji Kneginec;Gornji Kneginec;Varaždinska;;761;13463;42204;2491303.451;5122819.504
Sigetec Ludbreški;Ludbreg;Varaždinska;;765;57568;42230;2510833.267;5122271.772
Imbriovec Jalžabetski;Jalžabet;Varaždinska;;358;24465;42203;2497287.968;5122906.783
Tužno;Vidovec;Varaždinska;;1014;66583;42242;2480120.711;5122385.854
Sveti Petar;Mali Bukovec;Varaždinska;;800;62235;42231;2515119.964;5121665.848
Cerje Nebojse;Maruševec;Varaždinska;;444;7854;42243;2475619.125;5122688.527
Prebukovje;Bednja;Varaždinska;;162;51365;42253;2460646.495;5123346.455
Kelemen;Jalžabet;Varaždinska;;549;28258;42203;2495407.608;5122690.29
Apatija;Ludbreg;Varaždinska;;287;272;42230;2513476;5122288
Gornji Kneginec;Gornji Kneginec;Varaždinska;Opæine;1655;20648;42204;2490571.307;5122257.484
Leštakovec;Jalžabet;Varaždinska;;277;34908;42203;2496273.613;5122340.591
Podgorje Bednjansko;Bednja;Varaždinska;;27;49158;42253;2461712.25;5122949.5
Kaštelanec;Jalžabet;Varaždinska;;424;28096;42204;2494101.519;5122271.399
Žarovnica;Lepoglava;Varaždinska;;919;73954;42250;2465069.5;5122683
Druškovec;Maruševec;Varaždinska;;386;15172;42243;2473230.5;5122527.5
Trakošæan;Bednja;Varaždinska;;31;65323;42254;2457866.661;5122889.188
Èrešnjevo;Beretinec;Varaždinska;;831;9750;42201;2482758.179;5122264.611
Kamenièko Podgorje;Lepoglava;Varaždinska;;376;27308;42250;2463025.94;5122793.547
Horvatsko;Ivanec;Varaždinska;;142;23515;42244;2470908.25;5122205
Hrastovsko;Ludbreg;Varaždinska;;813;23671;42230;2506937.975;5121858.87
Koškovec;Maruševec;Varaždinska;;239;30929;42243;2474548.25;5122091.5
Cerje Tužno;Ivanec;Varaždinska;;184;7897;42242;2477900;5122327.5
Jakopovec;Jalžabet;Varaždinska;;484;25267;42204;2493649.276;5121301.191
Kuæan Ludbreški;Ludbreg;Varaždinska;;182;33081;42230;2508153;5121305.5
Tomaševec Biškupeèki;Sveti Ilija;Varaždinska;;387;64947;42204;2488982;5121810.5
Šinkovica Šaška;Bednja;Varaždinska;;145;63371;42254;2457411.75;5122441.5
Osonjak;Bednja;Varaždinska;;60;45799;42253;2456139.687;5122514.365
Lunjkovec;Mali Bukovec;Varaždinska;;238;36951;42231;2517611.516;5121185.724
Martiniæ;Mali Bukovec;Varaždinska;;159;39705;42231;2516380.85;5121115.715
Vranojelje;Bednja;Varaždinska;;154;70327;42253;2454583.804;5122281.781
Dubravec;Klenovnik;Varaždinska;;466;15601;42244;2468049.75;5121836.5
Beretinec;Beretinec;Varaždinska;Opæine;1044;2534;42201;2485446.112;5121742.7
Gornji Martijanec;Donji Martijanec;Varaždinska;;54;20869;42232;2501079.742;5121327.923
Pleš;Bednja;Varaždinska;;301;48488;42253;2458703;5121882
Sveti Ilija;Sveti Ilija;Varaždinska;Opæine;539;61972;42214;2486843.821;5121291.744
Ribiæ Breg;Ivanec;Varaždinska;;147;55042;42240;2471662.75;5121633.5
Doljan;Sveti Ilija;Varaždinska;;390;11568;42214;2487892.844;5121252.395
Križanec;Sveti Ilija;Varaždinska;;330;32344;42204;2488777.591;5120986.792
Rivalno;Donji Martijanec;Varaždinska;;63;55336;42232;2502195.02;5120722.88
Žigrovec;Sveti Ilija;Varaždinska;;210;74250;42214;2487330.867;5121089.848
Kamenica;Lepoglava;Varaždinska;;161;27251;42250;2464498.021;5121126.225
Lukavec;Ivanec;Varaždinska;;137;36722;42242;2478435.547;5121069.551
Globoèec Ludbreški;Ludbreg;Varaždinska;;496;17973;42230;2511798.25;5120240
Vinogradi Ludbreški;Ludbreg;Varaždinska;;567;69272;42230;2510402;5120025.5
Lovreèan;Ivanec;Varaždinska;;514;36137;42242;2480804.036;5120162.504
Stažnjevec;Ivanec;Varaždinska;;331;60518;42242;2475601.673;5120954.781
Slanje;Donji Martijanec;Varaždinska;;600;58068;42230;2503946.023;5119596.114
Èukovec;Ludbreg;Varaždinska;;341;9954;42230;2512736.75;5119750.5
Škriljevec;Ivanec;Varaždinska;;268;63681;42242;2482461;5120502
Ježovec;Bednja;Varaždinska;;332;26476;42253;2453790.75;5121116.5
Pihovec;Jalžabet;Varaždinska;;36;48011;42203;2496379.108;5120298.649
Crkovec;Lepoglava;Varaždinska;;243;8443;42250;2463640.362;5120673.535
Purga Bednjanska;Bednja;Varaždinska;;106;52914;42253;2458965.619;5120849.055
Vrtlinovec;Varaždinske Toplice;Varaždinska;;323;71234;42223;2492743.948;5119692.969
Vrbno;Bednja;Varaždinska;;300;70645;42253;2456335.25;5120652.5
Jerovec;Ivanec;Varaždinska;;864;26263;42240;2470054.25;5120508
Bedenec;Ivanec;Varaždinska;;813;1775;42240;2467061.5;5120503.5
Gaèice;Ivanec;Varaždinska;;387;17221;42242;2477606.36;5119793.314
Ledinec;Beretinec;Varaždinska;;406;34665;42201;2483391.5;5120079
Varaždin Breg;Gornji Kneginec;Varaždinska;;1431;67202;42204;2491519.5;5119843
Ivaneèko Naselje;Ivanec;Varaždinska;;239;24759;42240;2473375.538;5120094.073
Šinkovica Bednjanska;Bednja;Varaždinska;;121;63363;42254;2458222.5;5120355
Seketin;Sveti Ilija;Varaždinska;;377;56766;42204;2487882.124;5120047.666
Ivaneèki Vrhovec;Ivanec;Varaždinska;;353;24732;42240;2473875.75;5119915.5
Bolfan;Ludbreg;Varaždinska;;490;3972;42230;2514319.269;5118513.832
Grešæevina;Varaždinske Toplice;Varaždinska;;151;22608;42223;2498428.524;5119162.158
Radovan;Ivanec;Varaždinska;;386;53619;42242;2480876.556;5119670.412
Ivanec;Ivanec;Varaždinska;Grada;5391;24694;42240;2471410.996;5119023.466
Oseèka;Ivanec;Varaždinska;;268;45675;42242;2479474.75;5119575.5
Jarki Horvatiæevi;Varaždinske Toplice;Varaždinska;;61;25704;42223;2496152.192;5119016.178
Bednja;Bednja;Varaždinska;Opæine;765;1821;42253;2460261.235;5119413.377
Salinovec;Ivanec;Varaždinska;;512;56359;42240;2474814.383;5119477.016
Vrhovec Bednjanski;Bednja;Varaždinska;;33;71030;42253;2461982;5119316
Lužan Biškupeèki;Gornji Kneginec;Varaždinska;;431;37010;42204;2489058.342;5119031.692
Filipiæi;Novi Marof;Varaždinska;;139;16748;42242;2484310;5119136
Gornja Poljana;Varaždinske Toplice;Varaždinska;;287;19364;42223;2499376.5;5118705
Donja Poljana;Varaždinske Toplice;Varaždinska;;472;12190;42223;2500593.854;5118364.576
Kamenièki Vrhovec;Lepoglava;Varaždinska;;240;27294;42250;2465195;5119242.5
Retkovec Sviboveèki;Varaždinske Toplice;Varaždinska;;28;54992;42223;2497837.21;5118611.69
Punikve;Ivanec;Varaždinska;;458;52850;42240;2473266.452;5119063.396
Martinkovec;Varaždinske Toplice;Varaždinska;;71;39721;42223;2494603.75;5118426
Viletinec;Lepoglava;Varaždinska;;190;69078;42250;2462766.25;5119800.5
Veliki Gorenec;Bednja;Varaždinska;;52;68241;42253;2459075.315;5119184.429
Beletinec;Sveti Ilija;Varaždinska;;1033;2143;42214;2485625.5;5118469.5
Krušljevec;Sveti Ilija;Varaždinska;;249;32913;42214;2486434;5118561
Pašnik;Bednja;Varaždinska;;95;46876;42253;2457035.25;5119270
Kaniža;Ivanec;Varaždinska;;286;27464;42240;2468707.25;5118707
Leskovec Toplièki;Varaždinske Toplice;Varaždinska;;537;34894;42223;2501294.365;5117896.913
Vulišinec;Lepoglava;Varaždinska;;254;71820;42250;2464504.5;5118724.5
Lanèiæ;Ivanec;Varaždinska;;318;34266;42240;2469518.75;5118582
Mali Gorenec;Bednja;Varaždinska;;149;38377;42253;2459066.5;5118724
Svibovec;Varaždinske Toplice;Varaždinska;;328;62391;42223;2498400.25;5117787.5
Geèkovec;Ivanec;Varaždinska;;119;17655;42240;2469031.694;5118334.509
Benkovec;Bednja;Varaždinska;;299;2453;42253;2461293;5118411.5
Varaždinske Toplice;Varaždinske Toplice;Varaždinska;Grada;1868;67229;42223;2494424.75;5117456.5
Završje Podbelsko;Novi Marof;Varaždinska;;852;72931;42242;2482143.75;5117868
Rinkovec;Bednja;Varaždinska;;319;55263;42253;2462309;5118351.5
Vuglovec;Ivanec;Varaždinska;;346;71471;42240;2469280.958;5118401.108
Knapiæ;Ivanec;Varaždinska;;74;29211;42240;2469698.861;5118048.589
Lukaèevec Toplièki;Varaždinske Toplice;Varaždinska;;60;36676;42223;2496057.5;5117688
Šaša;Bednja;Varaždinska;;141;62766;42253;2458663.5;5118206.5
Vitešinec;Ivanec;Varaždinska;;99;69647;42240;2472410.897;5117703.646
Tuhovec;Varaždinske Toplice;Varaždinska;;701;66206;42223;2496577.75;5117295
Margeèan;Ivanec;Varaždinska;;399;39179;42242;2479354.783;5117808.65
Jalševec Sviboveèki;Varaždinske Toplice;Varaždinska;;363;25437;42223;2498990.68;5117413.725
Segovina;Ludbreg;Varaždinska;;51;56758;42230;2511525.75;5116907
Lepoglava;Lepoglava;Varaždinska;Grada;4079;34797;42250;2465172.5;5117231
Podevèevo;Novi Marof;Varaždinska;;808;48933;42220;2484876.5;5116679.5
Seljanec;Ivanec;Varaždinska;;224;57207;42242;2480049.023;5117315.338
Lovrentovec;Varaždinske Toplice;Varaždinska;;130;36200;42223;2497681.295;5116898.568
Bela;Novi Marof;Varaždinska;;69;1970;42242;2481435.01;5117119.145
Škarnik;Varaždinske Toplice;Varaždinska;;89;63649;42223;2496314.472;5116504.778
Preseèno;Novi Marof;Varaždinska;;908;51632;42220;2488418.169;5116492.609
Ivaneèka Željeznica;Ivanec;Varaždinska;;273;24724;42240;2475170.5;5116727.5
Murièevec;Lepoglava;Varaždinska;;215;42471;42250;2463439.516;5117039.59
Željeznica;Ivanec;Varaždinska;;149;74110;42242;2477793.788;5116822.52
Strmec Remetineèki;Novi Marof;Varaždinska;;483;61018;42220;2487162.505;5115982.593
Hrastovec Toplièki;Varaždinske Toplice;Varaždinska;;212;23639;42223;2493176.25;5115853
Prigorec;Ivanec;Varaždinska;;602;52060;42240;2472386.932;5116336.687
Borièevec Toplièki;Varaždinske Toplice;Varaždinska;;38;4111;42223;2493789;5115728.5
Oèura;Lepoglava;Varaždinska;;244;44709;42250;2463038.604;5116381.024
Petkovec Toplièki;Varaždinske Toplice;Varaždinska;;279;47716;42223;2492350.115;5115338.111
Pišæanovec;Varaždinske Toplice;Varaždinska;;80;48186;42223;2495121.895;5115221.905
Remetinec;Novi Marof;Varaždinska;;1517;54780;42220;2487112.262;5114523.884
Èurilovec;Varaždinske Toplice;Varaždinska;;131;10006;42222;2493837.25;5115023.5
Oštrice;Novi Marof;Varaždinska;;497;46035;42220;2489505.721;5114598.625
Drenovec;Varaždinske Toplice;Varaždinska;;458;14907;42223;2498449.287;5114594.39
Èrnile;Varaždinske Toplice;Varaždinska;;176;9857;42223;2491794.879;5114645.731
Orehovec;Novi Marof;Varaždinska;;293;45373;42220;2490838.46;5114444.189
Kapela Kalnièka;Ljubešæica;Varaždinska;;311;27553;42222;2492718.75;5114036.5
Krè;Novi Marof;Varaždinska;;424;31968;42220;2486200.05;5113848.326
Ljubešæica;Ljubešæica;Varaždinska;Opæine;1234;37133;42222;2491927.134;5113335.989
Rakovec;Ljubešæica;Varaždinska;;125;53961;42222;2492422;5113460
Kljuè;Novi Marof;Varaždinska;;968;29165;42220;2489629.75;5112814
Novi Marof;Novi Marof;Varaždinska;Grada;1956;43877;42220;2487650.344;5112629.395
Madžarevo;Novi Marof;Varaždinska;;900;37354;42220;2485535.523;5112835.452
Podrute;Novi Marof;Varaždinska;;490;49573;42220;2480765.401;5112590.777
Ljubelj;Ljubešæica;Varaždinska;;77;37117;42222;2494623.75;5112315
Ljubelj Kalnièki;Ljubešæica;Varaždinska;;151;37125;42222;2496487.691;5111636.28
Toplièica;Novi Marof;Varaždinska;;194;65129;42220;2484001;5112079.5
Kamena Gorica;Novi Marof;Varaždinska;;269;27227;42220;2482414.5;5111971.5
Grana;Novi Marof;Varaždinska;;578;22292;42220;2487130.25;5111554.5
Možðenec;Novi Marof;Varaždinska;;683;42021;42220;2488910;5110755.5
Jelenšèak;Novi Marof;Varaždinska;;273;26123;42220;2483613.586;5110500.576
Donje Makojišæe;Novi Marof;Varaždinska;;592;12700;42220;2484754.501;5110336.053
Gornje Makojišæe;Novi Marof;Varaždinska;;387;19917;42220;2485661.25;5109953
Paka;Novi Marof;Varaždinska;;82;46442;42220;2486746.75;5108250
Šæepanje;Breznièki Hum;Varaždinska;;404;62847;42225;2481016.152;5107599.577
Breznièki Hum;Breznièki Hum;Varaždinska;Opæine;546;24171;42225;2483637.783;5106170.684
Èanjevo;Visoko;Varaždinska;;218;9105;42224;2487935.806;5105868.546
Sudovec;Novi Marof;Varaždinska;;394;61395;42220;2489554.545;5105489.741
Butkovec;Breznièki Hum;Varaždinska;;209;7382;42225;2482336.375;5105623.974
Radešiæ;Breznièki Hum;Varaždinska;;230;53287;42225;2484807.343;5105099.657
Kršèenovec;Breznièki Hum;Varaždinska;;174;32719;42225;2481212;5104961
Preseèno Visoèko;Visoko;Varaždinska;;198;51659;42224;2488797.787;5104305.704
Vrh Visoèki;Visoko;Varaždinska;;111;70912;42224;2488101.074;5104193.648
Visoko;Visoko;Varaždinska;Opæine;524;69434;42224;2486722.044;5103906.668
Kraèevec;Visoko;Varaždinska;;133;31399;42224;2485904.497;5103624.526
Ðurinovec;Visoko;Varaždinska;;160;16365;42224;2488109.214;5102579.698
Vinièno;Visoko;Varaždinska;;283;69183;42224;2484932.554;5102686.531
Breznica;Breznica;Varaždinska;Opæine;880;5550;42225;2482632.75;5101931
Jarek Bisaški;Breznica;Varaždinska;;208;25658;42226;2483519.439;5099766.241
Èret Bisaški;Breznica;Varaždinska;;24;9776;42226;2484922;5100058.5
Jales Breznièki;Breznica;Varaždinska;;131;25372;42226;2482805.161;5099829.439
Borenec;Breznica;Varaždinska;;103;4090;42226;2484939.479;5099002.146
Podvorec;Breznica;Varaždinska;;122;49824;42226;2484105.5;5098464
Draškoviæ;Breznica;Varaždinska;;451;14753;42226;2487748.25;5098344.5
Mirkovec Breznièki;Breznica;Varaždinska;;100;41335;42226;2484071.031;5097976.004
Bisag;Breznica;Varaždinska;;150;3026;42226;2484787.409;5097847.944
Tkalec;Breznica;Varaždinska;;113;64807;42226;2484826;5097146.5
Vinaliæ;Vrlika;Splitsko-dalmatinska;;282;69124;21236;2495306.75;4864392
Kosore;Vrlika;Splitsko-dalmatinska;;241;30678;21236;2493164.5;4864363.5
Ježeviæ;Vrlika;Splitsko-dalmatinska;;346;26441;21236;2497666.145;4863277.294
Vrlika;Vrlika;Splitsko-dalmatinska;Grada;955;71099;21236;2492460.605;4861715.538
Garjak;Vrlika;Splitsko-dalmatinska;;90;17566;21236;2497060.711;4861112.292
Podosoje;Vrlika;Splitsko-dalmatinska;;250;49476;21236;2494469.752;4860270.867
Maovice;Vrlika;Splitsko-dalmatinska;;498;39039;21235;2491906.217;4859301.553
Koljane;Vrlika;Splitsko-dalmatinska;;26;29645;21236;2501218.285;4858246.944
Otišiæ;Vrlika;Splitsko-dalmatinska;;20;46078;21235;2496610.662;4855848.955
Laktac;Hrvace;Splitsko-dalmatinska;;0;34215;21233;2503174.493;4855593.761
Vuèipolje;Hrvace;Splitsko-dalmatinska;;118;71412;21233;2506136;4853732.5
Dabar;Hrvace;Splitsko-dalmatinska;;20;10138;21233;2504868.771;4853221.592
Zasiok;Hrvace;Splitsko-dalmatinska;;44;72672;21233;2505526.5;4851831
Donji Biteliæ;Hrvace;Splitsko-dalmatinska;;439;13072;21233;2509990.25;4851730.5
Maljkovo;Hrvace;Splitsko-dalmatinska;;76;38920;21233;2501956.192;4851662.385
Gornji Biteliæ;Hrvace;Splitsko-dalmatinska;;237;20265;21233;2510849.023;4850580.485
Potravlje;Hrvace;Splitsko-dalmatinska;;789;51101;21233;2505339.75;4847927
Rumin;Hrvace;Splitsko-dalmatinska;;210;55972;21233;2511404.305;4847193.907
Satriæ;Hrvace;Splitsko-dalmatinska;;515;56600;21233;2506399.25;4847137.5
Pribude;Muæ;Splitsko-dalmatinska;;138;51993;21206;2492192.701;4847062.461
Crivac;Muæ;Splitsko-dalmatinska;;401;8427;21229;2490344.56;4845445.134
Bajagiæ;Sinj;Splitsko-dalmatinska;;681;671;21241;2513705.969;4845050.321
Velika Milešina;Muæ;Splitsko-dalmatinska;;43;67890;21206;2495366.25;4845394.5
Hrvace;Hrvace;Splitsko-dalmatinska;Opæine;1631;23981;21233;2510089;4844813.5
Mala Milešina;Muæ;Splitsko-dalmatinska;;28;37931;21206;2495973.544;4844862.659
Zelovo;Sinj;Splitsko-dalmatinska;;164;73237;21233;2504574.046;4844501.635
Èitluk;Sinj;Splitsko-dalmatinska;;569;9636;21230;2512819.629;4843423.791
Gljev;Sinj;Splitsko-dalmatinska;;355;18058;21241;2521270.124;4842969.544
Donje Ogorje;Muæ;Splitsko-dalmatinska;;106;12769;21206;2495368.685;4843208.488
Braèeviæ;Muæ;Splitsko-dalmatinska;;214;4529;21203;2492476.5;4843029.5
Gornje Ogorje;Muæ;Splitsko-dalmatinska;;219;19941;21206;2496707.25;4842594
Obrovac Sinjski;Sinj;Splitsko-dalmatinska;;891;44679;21241;2515902.503;4842531.184
Raduniæ;Muæ;Splitsko-dalmatinska;;86;53724;21206;2494258.248;4842274.132
